"Year","Flow_Scenario","Max_Flow","Flow_Threshold","Max_Flow_Test","Flow_Start","Max_Date","PP_Fail_Date","Threshold_Temp","Threshold_Dates","Overlap_Start","Overlap_Test"
1970,"Alt1",11100,17000,0,"06-01","06-01","06-01",18,1970-06-17,"12-31",0
1970,"Alt1",11100,17000,0,"06-01","06-01","06-01",17,1970-06-12,"12-31",0
1970,"Alt.1a",14600,17000,0,"06-01","06-01","06-01",16,1970-06-08,"12-31",0
1970,"Alt.1a",14600,17000,0,"06-01","06-01","06-01",20,1970-06-28,"12-31",0
1970,"Alt.1a",14600,17000,0,"06-01","06-01","06-01",18,1970-06-17,"12-31",0
1970,"Alt.1a",14600,17000,0,"06-01","06-01","06-01",17,1970-06-12,"12-31",0
1970,"Alt.1b",11900,17000,0,"07-31","07-31","07-31",16,1970-06-08,"12-31",0
1970,"Alt.1b",11900,17000,0,"07-31","07-31","07-31",20,1970-06-28,"12-31",0
1970,"Alt.1b",11900,17000,0,"07-31","07-31","07-31",18,1970-06-17,"12-31",0
1970,"Alt.1b",11900,17000,0,"07-31","07-31","07-31",17,1970-06-12,"12-31",0
1970,"Alt.2",10800,17000,0,"06-01","06-01","06-01",16,1970-06-08,"12-31",0
1970,"Alt.2",10800,17000,0,"06-01","06-01","06-01",20,1970-06-28,"12-31",0
1970,"Alt.2",10800,17000,0,"06-01","06-01","06-01",18,1970-06-17,"12-31",0
1970,"Alt.2",10800,17000,0,"06-01","06-01","06-01",17,1970-06-12,"12-31",0
1970,"Alt.2a",14500,17000,0,"06-01","06-01","06-01",16,1970-06-08,"12-31",0
1970,"Alt.2a",14500,17000,0,"06-01","06-01","06-01",20,1970-06-28,"12-31",0
1970,"Alt.2a",14500,17000,0,"06-01","06-01","06-01",18,1970-06-17,"12-31",0
1970,"Alt.2a",14500,17000,0,"06-01","06-01","06-01",17,1970-06-12,"12-31",0
1970,"Alt.2b",12000,17000,0,"07-31","07-31","07-31",16,1970-06-08,"12-31",0
1970,"Alt.2b",12000,17000,0,"07-31","07-31","07-31",20,1970-06-28,"12-31",0
1970,"Alt.2b",12000,17000,0,"07-31","07-31","07-31",18,1970-06-17,"12-31",0
1970,"Alt.2b",12000,17000,0,"07-31","07-31","07-31",17,1970-06-12,"12-31",0
1970,"No.Act",12500,17500,0,"07-15","07-15","07-15",16,1970-06-08,"12-31",0
1970,"No.Act",12500,17500,0,"07-15","07-15","07-15",20,1970-06-28,"12-31",0
1970,"No.Act",12500,17500,0,"07-15","07-15","07-15",18,1970-06-17,"12-31",0
1970,"No.Act",12500,17500,0,"07-15","07-15","07-15",17,1970-06-12,"12-31",0
1970,"Alt1",11100,17500,0,"06-01","06-01","06-01",16,1970-06-08,"12-31",0
1970,"Alt1",11100,17500,0,"06-01","06-01","06-01",20,1970-06-28,"12-31",0
1970,"Alt1",11100,17500,0,"06-01","06-01","06-01",18,1970-06-17,"12-31",0
1970,"Alt1",11100,17500,0,"06-01","06-01","06-01",17,1970-06-12,"12-31",0
1970,"Alt.1a",14600,17500,0,"06-01","06-01","06-01",16,1970-06-08,"12-31",0
1970,"Alt.1a",14600,17500,0,"06-01","06-01","06-01",20,1970-06-28,"12-31",0
1970,"Alt.1a",14600,17500,0,"06-01","06-01","06-01",18,1970-06-17,"12-31",0
1970,"Alt.1a",14600,17500,0,"06-01","06-01","06-01",17,1970-06-12,"12-31",0
1970,"Alt.1b",11900,17500,0,"07-31","07-31","07-31",16,1970-06-08,"12-31",0
1970,"Alt.1b",11900,17500,0,"07-31","07-31","07-31",20,1970-06-28,"12-31",0
1970,"Alt.1b",11900,17500,0,"07-31","07-31","07-31",18,1970-06-17,"12-31",0
1970,"Alt.1b",11900,17500,0,"07-31","07-31","07-31",17,1970-06-12,"12-31",0
1970,"Alt.2",10800,17500,0,"06-01","06-01","06-01",16,1970-06-08,"12-31",0
1970,"Alt.2",10800,17500,0,"06-01","06-01","06-01",20,1970-06-28,"12-31",0
1970,"Alt.2",10800,17500,0,"06-01","06-01","06-01",18,1970-06-17,"12-31",0
1970,"Alt.2",10800,17500,0,"06-01","06-01","06-01",17,1970-06-12,"12-31",0
1970,"Alt.2a",14500,17500,0,"06-01","06-01","06-01",16,1970-06-08,"12-31",0
1970,"Alt.2a",14500,17500,0,"06-01","06-01","06-01",20,1970-06-28,"12-31",0
1970,"Alt.2a",14500,17500,0,"06-01","06-01","06-01",18,1970-06-17,"12-31",0
1970,"Alt.2a",14500,17500,0,"06-01","06-01","06-01",17,1970-06-12,"12-31",0
1970,"Alt.2b",12000,17500,0,"07-31","07-31","07-31",16,1970-06-08,"12-31",0
1970,"Alt.2b",12000,17500,0,"07-31","07-31","07-31",20,1970-06-28,"12-31",0
1970,"Alt.2b",12000,17500,0,"07-31","07-31","07-31",18,1970-06-17,"12-31",0
1970,"Alt.2b",12000,17500,0,"07-31","07-31","07-31",17,1970-06-12,"12-31",0
1970,"No.Act",12500,18000,0,"07-15","07-15","07-15",16,1970-06-08,"12-31",0
1970,"No.Act",12500,18000,0,"07-15","07-15","07-15",20,1970-06-28,"12-31",0
1970,"No.Act",12500,18000,0,"07-15","07-15","07-15",18,1970-06-17,"12-31",0
1970,"No.Act",12500,18000,0,"07-15","07-15","07-15",17,1970-06-12,"12-31",0
1970,"Alt1",11100,18000,0,"06-01","06-01","06-01",16,1970-06-08,"12-31",0
1970,"Alt1",11100,18000,0,"06-01","06-01","06-01",20,1970-06-28,"12-31",0
1970,"Alt1",11100,18000,0,"06-01","06-01","06-01",18,1970-06-17,"12-31",0
1970,"Alt1",11100,18000,0,"06-01","06-01","06-01",17,1970-06-12,"12-31",0
1970,"Alt.1a",14600,18000,0,"06-01","06-01","06-01",16,1970-06-08,"12-31",0
1970,"Alt.1a",14600,18000,0,"06-01","06-01","06-01",20,1970-06-28,"12-31",0
1970,"Alt.1a",14600,18000,0,"06-01","06-01","06-01",18,1970-06-17,"12-31",0
1970,"Alt.1a",14600,18000,0,"06-01","06-01","06-01",17,1970-06-12,"12-31",0
1970,"Alt.1b",11900,18000,0,"07-31","07-31","07-31",16,1970-06-08,"12-31",0
1970,"Alt.1b",11900,18000,0,"07-31","07-31","07-31",20,1970-06-28,"12-31",0
1970,"Alt.1b",11900,18000,0,"07-31","07-31","07-31",18,1970-06-17,"12-31",0
1970,"Alt.1b",11900,18000,0,"07-31","07-31","07-31",17,1970-06-12,"12-31",0
1970,"Alt.2",10800,18000,0,"06-01","06-01","06-01",16,1970-06-08,"12-31",0
1970,"Alt.2",10800,18000,0,"06-01","06-01","06-01",20,1970-06-28,"12-31",0
1970,"Alt.2",10800,18000,0,"06-01","06-01","06-01",18,1970-06-17,"12-31",0
1970,"Alt.2",10800,18000,0,"06-01","06-01","06-01",17,1970-06-12,"12-31",0
1970,"Alt.2a",14500,18000,0,"06-01","06-01","06-01",16,1970-06-08,"12-31",0
1970,"Alt.2a",14500,18000,0,"06-01","06-01","06-01",20,1970-06-28,"12-31",0
1970,"Alt.2a",14500,18000,0,"06-01","06-01","06-01",18,1970-06-17,"12-31",0
1970,"Alt.2a",14500,18000,0,"06-01","06-01","06-01",17,1970-06-12,"12-31",0
1970,"Alt.2b",12000,18000,0,"07-31","07-31","07-31",16,1970-06-08,"12-31",0
1970,"Alt.2b",12000,18000,0,"07-31","07-31","07-31",20,1970-06-28,"12-31",0
1970,"Alt.2b",12000,18000,0,"07-31","07-31","07-31",18,1970-06-17,"12-31",0
1970,"Alt.2b",12000,18000,0,"07-31","07-31","07-31",17,1970-06-12,"12-31",0
1971,"No.Act",16200,17000,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"No.Act",16200,17000,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"No.Act",16200,17000,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"No.Act",16200,17000,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt1",16100,17000,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt1",16100,17000,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt1",16100,17000,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt1",16100,17000,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.1a",16100,17000,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.1a",16100,17000,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.1a",16100,17000,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.1a",16100,17000,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.1b",16200,17000,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.1b",16200,17000,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.1b",16200,17000,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.1b",16200,17000,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.2",16100,17000,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.2",16100,17000,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.2",16100,17000,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.2",16100,17000,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.2a",16100,17000,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.2a",16100,17000,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.2a",16100,17000,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.2a",16100,17000,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.2b",16200,17000,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.2b",16200,17000,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.2b",16200,17000,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.2b",16200,17000,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"No.Act",16200,17500,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"No.Act",16200,17500,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"No.Act",16200,17500,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"No.Act",16200,17500,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt1",16100,17500,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt1",16100,17500,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt1",16100,17500,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt1",16100,17500,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.1a",16100,17500,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.1a",16100,17500,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.1a",16100,17500,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.1a",16100,17500,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.1b",16200,17500,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.1b",16200,17500,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.1b",16200,17500,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.1b",16200,17500,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.2",16100,17500,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.2",16100,17500,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.2",16100,17500,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.2",16100,17500,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.2a",16100,17500,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.2a",16100,17500,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.2a",16100,17500,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.2a",16100,17500,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.2b",16200,17500,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.2b",16200,17500,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.2b",16200,17500,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.2b",16200,17500,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"No.Act",16200,18000,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"No.Act",16200,18000,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"No.Act",16200,18000,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"No.Act",16200,18000,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt1",16100,18000,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt1",16100,18000,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt1",16100,18000,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt1",16100,18000,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.1a",16100,18000,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.1a",16100,18000,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.1a",16100,18000,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.1a",16100,18000,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.1b",16200,18000,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.1b",16200,18000,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.1b",16200,18000,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.1b",16200,18000,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.2",16100,18000,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.2",16100,18000,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.2",16100,18000,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.2",16100,18000,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.2a",16100,18000,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.2a",16100,18000,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.2a",16100,18000,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.2a",16100,18000,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1971,"Alt.2b",16200,18000,0,"07-31","07-31","07-31",17,1971-06-20,"12-31",0
1971,"Alt.2b",16200,18000,0,"07-31","07-31","07-31",16,1971-06-15,"12-31",0
1971,"Alt.2b",16200,18000,0,"07-31","07-31","07-31",20,1971-07-09,"12-31",0
1971,"Alt.2b",16200,18000,0,"07-31","07-31","07-31",18,1971-06-26,"12-31",0
1972,"No.Act",14300,17000,0,"06-26","06-26","06-26",18,1972-06-16,"12-31",0
1972,"No.Act",14300,17000,0,"06-26","06-26","06-26",17,1972-06-11,"12-31",0
1972,"No.Act",14300,17000,0,"06-26","06-26","06-26",16,1972-06-07,"12-31",0
1972,"No.Act",14300,17000,0,"06-26","06-26","06-26",20,1972-06-27,"12-31",0
1972,"Alt1",14300,17000,0,"06-27","06-27","06-27",18,1972-06-16,"12-31",0
1972,"Alt1",14300,17000,0,"06-27","06-27","06-27",17,1972-06-11,"12-31",0
1972,"Alt1",14300,17000,0,"06-27","06-27","06-27",16,1972-06-07,"12-31",0
1972,"Alt1",14300,17000,0,"06-27","06-27","06-27",20,1972-06-27,"12-31",0
1972,"Alt.1a",14300,17000,0,"06-27","06-27","06-27",18,1972-06-16,"12-31",0
1972,"Alt.1a",14300,17000,0,"06-27","06-27","06-27",17,1972-06-11,"12-31",0
1972,"Alt.1a",14300,17000,0,"06-27","06-27","06-27",16,1972-06-07,"12-31",0
1972,"Alt.1a",14300,17000,0,"06-27","06-27","06-27",20,1972-06-27,"12-31",0
1972,"Alt.1b",14300,17000,0,"06-26","06-26","06-26",18,1972-06-16,"12-31",0
1972,"Alt.1b",14300,17000,0,"06-26","06-26","06-26",17,1972-06-11,"12-31",0
1972,"Alt.1b",14300,17000,0,"06-26","06-26","06-26",16,1972-06-07,"12-31",0
1972,"Alt.1b",14300,17000,0,"06-26","06-26","06-26",20,1972-06-27,"12-31",0
1972,"Alt.2",14300,17000,0,"06-27","06-27","06-27",18,1972-06-16,"12-31",0
1972,"Alt.2",14300,17000,0,"06-27","06-27","06-27",17,1972-06-11,"12-31",0
1972,"Alt.2",14300,17000,0,"06-27","06-27","06-27",16,1972-06-07,"12-31",0
1972,"Alt.2",14300,17000,0,"06-27","06-27","06-27",20,1972-06-27,"12-31",0
1972,"Alt.2a",14300,17000,0,"06-27","06-27","06-27",18,1972-06-16,"12-31",0
1972,"Alt.2a",14300,17000,0,"06-27","06-27","06-27",17,1972-06-11,"12-31",0
1972,"Alt.2a",14300,17000,0,"06-27","06-27","06-27",16,1972-06-07,"12-31",0
1972,"Alt.2a",14300,17000,0,"06-27","06-27","06-27",20,1972-06-27,"12-31",0
1972,"Alt.2b",14300,17000,0,"06-26","06-26","06-26",18,1972-06-16,"12-31",0
1972,"Alt.2b",14300,17000,0,"06-26","06-26","06-26",17,1972-06-11,"12-31",0
1972,"Alt.2b",14300,17000,0,"06-26","06-26","06-26",16,1972-06-07,"12-31",0
1972,"Alt.2b",14300,17000,0,"06-26","06-26","06-26",20,1972-06-27,"12-31",0
1972,"No.Act",14300,17500,0,"06-26","06-26","06-26",18,1972-06-16,"12-31",0
1972,"No.Act",14300,17500,0,"06-26","06-26","06-26",17,1972-06-11,"12-31",0
1972,"No.Act",14300,17500,0,"06-26","06-26","06-26",16,1972-06-07,"12-31",0
1972,"No.Act",14300,17500,0,"06-26","06-26","06-26",20,1972-06-27,"12-31",0
1972,"Alt1",14300,17500,0,"06-27","06-27","06-27",18,1972-06-16,"12-31",0
1972,"Alt1",14300,17500,0,"06-27","06-27","06-27",17,1972-06-11,"12-31",0
1972,"Alt1",14300,17500,0,"06-27","06-27","06-27",16,1972-06-07,"12-31",0
1972,"Alt1",14300,17500,0,"06-27","06-27","06-27",20,1972-06-27,"12-31",0
1972,"Alt.1a",14300,17500,0,"06-27","06-27","06-27",18,1972-06-16,"12-31",0
1972,"Alt.1a",14300,17500,0,"06-27","06-27","06-27",17,1972-06-11,"12-31",0
1972,"Alt.1a",14300,17500,0,"06-27","06-27","06-27",16,1972-06-07,"12-31",0
1972,"Alt.1a",14300,17500,0,"06-27","06-27","06-27",20,1972-06-27,"12-31",0
1972,"Alt.1b",14300,17500,0,"06-26","06-26","06-26",18,1972-06-16,"12-31",0
1972,"Alt.1b",14300,17500,0,"06-26","06-26","06-26",17,1972-06-11,"12-31",0
1972,"Alt.1b",14300,17500,0,"06-26","06-26","06-26",16,1972-06-07,"12-31",0
1972,"Alt.1b",14300,17500,0,"06-26","06-26","06-26",20,1972-06-27,"12-31",0
1972,"Alt.2",14300,17500,0,"06-27","06-27","06-27",18,1972-06-16,"12-31",0
1972,"Alt.2",14300,17500,0,"06-27","06-27","06-27",17,1972-06-11,"12-31",0
1972,"Alt.2",14300,17500,0,"06-27","06-27","06-27",16,1972-06-07,"12-31",0
1972,"Alt.2",14300,17500,0,"06-27","06-27","06-27",20,1972-06-27,"12-31",0
1972,"Alt.2a",14300,17500,0,"06-27","06-27","06-27",18,1972-06-16,"12-31",0
1972,"Alt.2a",14300,17500,0,"06-27","06-27","06-27",17,1972-06-11,"12-31",0
1972,"Alt.2a",14300,17500,0,"06-27","06-27","06-27",16,1972-06-07,"12-31",0
1972,"Alt.2a",14300,17500,0,"06-27","06-27","06-27",20,1972-06-27,"12-31",0
1972,"Alt.2b",14300,17500,0,"06-26","06-26","06-26",18,1972-06-16,"12-31",0
1972,"Alt.2b",14300,17500,0,"06-26","06-26","06-26",17,1972-06-11,"12-31",0
1972,"Alt.2b",14300,17500,0,"06-26","06-26","06-26",16,1972-06-07,"12-31",0
1972,"Alt.2b",14300,17500,0,"06-26","06-26","06-26",20,1972-06-27,"12-31",0
1972,"No.Act",14300,18000,0,"06-26","06-26","06-26",18,1972-06-16,"12-31",0
1972,"No.Act",14300,18000,0,"06-26","06-26","06-26",17,1972-06-11,"12-31",0
1972,"No.Act",14300,18000,0,"06-26","06-26","06-26",16,1972-06-07,"12-31",0
1972,"No.Act",14300,18000,0,"06-26","06-26","06-26",20,1972-06-27,"12-31",0
1972,"Alt1",14300,18000,0,"06-27","06-27","06-27",18,1972-06-16,"12-31",0
1972,"Alt1",14300,18000,0,"06-27","06-27","06-27",17,1972-06-11,"12-31",0
1972,"Alt1",14300,18000,0,"06-27","06-27","06-27",16,1972-06-07,"12-31",0
1972,"Alt1",14300,18000,0,"06-27","06-27","06-27",20,1972-06-27,"12-31",0
1972,"Alt.1a",14300,18000,0,"06-27","06-27","06-27",18,1972-06-16,"12-31",0
1972,"Alt.1a",14300,18000,0,"06-27","06-27","06-27",17,1972-06-11,"12-31",0
1972,"Alt.1a",14300,18000,0,"06-27","06-27","06-27",16,1972-06-07,"12-31",0
1972,"Alt.1a",14300,18000,0,"06-27","06-27","06-27",20,1972-06-27,"12-31",0
1972,"Alt.1b",14300,18000,0,"06-26","06-26","06-26",18,1972-06-16,"12-31",0
1972,"Alt.1b",14300,18000,0,"06-26","06-26","06-26",17,1972-06-11,"12-31",0
1972,"Alt.1b",14300,18000,0,"06-26","06-26","06-26",16,1972-06-07,"12-31",0
1972,"Alt.1b",14300,18000,0,"06-26","06-26","06-26",20,1972-06-27,"12-31",0
1972,"Alt.2",14300,18000,0,"06-27","06-27","06-27",18,1972-06-16,"12-31",0
1972,"Alt.2",14300,18000,0,"06-27","06-27","06-27",17,1972-06-11,"12-31",0
1972,"Alt.2",14300,18000,0,"06-27","06-27","06-27",16,1972-06-07,"12-31",0
1972,"Alt.2",14300,18000,0,"06-27","06-27","06-27",20,1972-06-27,"12-31",0
1972,"Alt.2a",14300,18000,0,"06-27","06-27","06-27",18,1972-06-16,"12-31",0
1972,"Alt.2a",14300,18000,0,"06-27","06-27","06-27",17,1972-06-11,"12-31",0
1972,"Alt.2a",14300,18000,0,"06-27","06-27","06-27",16,1972-06-07,"12-31",0
1972,"Alt.2a",14300,18000,0,"06-27","06-27","06-27",20,1972-06-27,"12-31",0
1972,"Alt.2b",14300,18000,0,"06-26","06-26","06-26",18,1972-06-16,"12-31",0
1972,"Alt.2b",14300,18000,0,"06-26","06-26","06-26",17,1972-06-11,"12-31",0
1972,"Alt.2b",14300,18000,0,"06-26","06-26","06-26",16,1972-06-07,"12-31",0
1972,"Alt.2b",14300,18000,0,"06-26","06-26","06-26",20,1972-06-27,"12-31",0
1973,"No.Act",11000,17000,0,"06-29","06-29","06-29",20,1973-07-09,"12-31",0
1973,"No.Act",11000,17000,0,"06-29","06-29","06-29",16,1973-06-15,"12-31",0
1973,"No.Act",11000,17000,0,"06-29","06-29","06-29",18,1973-06-26,"12-31",0
1973,"No.Act",11000,17000,0,"06-29","06-29","06-29",17,1973-06-20,"12-31",0
1973,"Alt1",11700,17000,0,"06-01","06-01","06-01",20,1973-07-09,"12-31",0
1973,"Alt1",11700,17000,0,"06-01","06-01","06-01",16,1973-06-15,"12-31",0
1973,"Alt1",11700,17000,0,"06-01","06-01","06-01",18,1973-06-26,"12-31",0
1973,"Alt1",11700,17000,0,"06-01","06-01","06-01",17,1973-06-20,"12-31",0
1973,"Alt.1a",15100,17000,0,"06-01","06-01","06-01",20,1973-07-09,"12-31",0
1973,"Alt.1a",15100,17000,0,"06-01","06-01","06-01",16,1973-06-15,"12-31",0
1973,"Alt.1a",15100,17000,0,"06-01","06-01","06-01",18,1973-06-26,"12-31",0
1973,"Alt.1a",15100,17000,0,"06-01","06-01","06-01",17,1973-06-20,"12-31",0
1973,"Alt.1b",11100,17000,0,"06-29","06-29","06-29",20,1973-07-09,"12-31",0
1973,"Alt.1b",11100,17000,0,"06-29","06-29","06-29",16,1973-06-15,"12-31",0
1973,"Alt.1b",11100,17000,0,"06-29","06-29","06-29",18,1973-06-26,"12-31",0
1973,"Alt.1b",11100,17000,0,"06-29","06-29","06-29",17,1973-06-20,"12-31",0
1973,"Alt.2",11200,17000,0,"06-01","06-01","06-01",20,1973-07-09,"12-31",0
1973,"Alt.2",11200,17000,0,"06-01","06-01","06-01",16,1973-06-15,"12-31",0
1973,"Alt.2",11200,17000,0,"06-01","06-01","06-01",18,1973-06-26,"12-31",0
1973,"Alt.2",11200,17000,0,"06-01","06-01","06-01",17,1973-06-20,"12-31",0
1973,"Alt.2a",14800,17000,0,"06-01","06-01","06-01",20,1973-07-09,"12-31",0
1973,"Alt.2a",14800,17000,0,"06-01","06-01","06-01",16,1973-06-15,"12-31",0
1973,"Alt.2a",14800,17000,0,"06-01","06-01","06-01",18,1973-06-26,"12-31",0
1973,"Alt.2a",14800,17000,0,"06-01","06-01","06-01",17,1973-06-20,"12-31",0
1973,"Alt.2b",12400,17000,0,"06-13","06-13","06-13",20,1973-07-09,"12-31",0
1973,"Alt.2b",12400,17000,0,"06-13","06-13","06-13",16,1973-06-15,"12-31",0
1973,"Alt.2b",12400,17000,0,"06-13","06-13","06-13",18,1973-06-26,"12-31",0
1973,"Alt.2b",12400,17000,0,"06-13","06-13","06-13",17,1973-06-20,"12-31",0
1973,"No.Act",11000,17500,0,"06-29","06-29","06-29",20,1973-07-09,"12-31",0
1973,"No.Act",11000,17500,0,"06-29","06-29","06-29",16,1973-06-15,"12-31",0
1973,"No.Act",11000,17500,0,"06-29","06-29","06-29",18,1973-06-26,"12-31",0
1973,"No.Act",11000,17500,0,"06-29","06-29","06-29",17,1973-06-20,"12-31",0
1973,"Alt1",11700,17500,0,"06-01","06-01","06-01",20,1973-07-09,"12-31",0
1973,"Alt1",11700,17500,0,"06-01","06-01","06-01",16,1973-06-15,"12-31",0
1973,"Alt1",11700,17500,0,"06-01","06-01","06-01",18,1973-06-26,"12-31",0
1973,"Alt1",11700,17500,0,"06-01","06-01","06-01",17,1973-06-20,"12-31",0
1973,"Alt.1a",15100,17500,0,"06-01","06-01","06-01",20,1973-07-09,"12-31",0
1973,"Alt.1a",15100,17500,0,"06-01","06-01","06-01",16,1973-06-15,"12-31",0
1973,"Alt.1a",15100,17500,0,"06-01","06-01","06-01",18,1973-06-26,"12-31",0
1973,"Alt.1a",15100,17500,0,"06-01","06-01","06-01",17,1973-06-20,"12-31",0
1973,"Alt.1b",11100,17500,0,"06-29","06-29","06-29",20,1973-07-09,"12-31",0
1973,"Alt.1b",11100,17500,0,"06-29","06-29","06-29",16,1973-06-15,"12-31",0
1973,"Alt.1b",11100,17500,0,"06-29","06-29","06-29",18,1973-06-26,"12-31",0
1973,"Alt.1b",11100,17500,0,"06-29","06-29","06-29",17,1973-06-20,"12-31",0
1973,"Alt.2",11200,17500,0,"06-01","06-01","06-01",20,1973-07-09,"12-31",0
1973,"Alt.2",11200,17500,0,"06-01","06-01","06-01",16,1973-06-15,"12-31",0
1973,"Alt.2",11200,17500,0,"06-01","06-01","06-01",18,1973-06-26,"12-31",0
