"Year","Flow_Scenario","Max_Flow","Flow_Threshold","Max_Flow_Test","Flow_Start","Max_Date","PP_Fail_Date","Threshold_Temp","Weather_Pattern","Threshold_Dates","Overlap_Start","Overlap_Test"
1983,"Alt.2b",29200,17000,1,"06-03","06-15","06-23",20,"Median","07-08","12-31",0
1983,"No.Act",11000,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1983,"Alt1",32900,17500,1,"06-01","06-11","06-22",20,"Median","07-08","12-31",0
1983,"Alt.1a",24000,17500,1,"06-01","06-01","06-09",20,"Median","07-08","12-31",0
1983,"Alt.1b",32700,17500,1,"06-03","06-18","06-24",20,"Median","07-08","12-31",0
1983,"Alt.2",28800,17500,1,"06-01","06-08","06-20",20,"Median","07-08","12-31",0
1983,"Alt.2a",28200,17500,1,"06-01","06-01","06-07",20,"Median","07-08","12-31",0
1983,"Alt.2b",29200,17500,1,"06-03","06-15","06-23",20,"Median","07-08","12-31",0
1983,"No.Act",11000,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1983,"Alt1",32900,18000,1,"06-01","06-11","06-21",20,"Median","07-08","12-31",0
1983,"Alt.1a",24000,18000,1,"06-01","06-01","06-08",20,"Median","07-08","12-31",0
1983,"Alt.1b",32700,18000,1,"06-04","06-18","06-23",20,"Median","07-08","12-31",0
1983,"Alt.2",28800,18000,1,"06-01","06-08","06-20",20,"Median","07-08","12-31",0
1983,"Alt.2a",28200,18000,1,"06-01","06-01","06-07",20,"Median","07-08","12-31",0
1983,"Alt.2b",29200,18000,1,"06-03","06-15","06-23",20,"Median","07-08","12-31",0
1984,"No.Act",11700,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1984,"Alt1",28900,17000,1,"06-01","06-07","06-11",20,"Median","07-08","12-31",0
1984,"Alt.1a",24600,17000,1,"06-01","06-01","06-08",20,"Median","07-08","12-31",0
1984,"Alt.1b",22000,17000,1,"06-03","06-08","06-10",20,"Median","07-08","12-31",0
1984,"Alt.2",29000,17000,1,"06-01","06-06","06-11",20,"Median","07-08","12-31",0
1984,"Alt.2a",28800,17000,1,"06-01","06-01","06-09",20,"Median","07-08","12-31",0
1984,"Alt.2b",23100,17000,1,"06-03","06-08","06-11",20,"Median","07-08","12-31",0
1984,"No.Act",11700,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1984,"Alt1",28900,17500,1,"06-01","06-07","06-11",20,"Median","07-08","12-31",0
1984,"Alt.1a",24600,17500,1,"06-01","06-01","06-08",20,"Median","07-08","12-31",0
1984,"Alt.1b",22000,17500,1,"06-04","06-08","06-10",20,"Median","07-08","12-31",0
1984,"Alt.2",29000,17500,1,"06-01","06-06","06-11",20,"Median","07-08","12-31",0
1984,"Alt.2a",28800,17500,1,"06-01","06-01","06-09",20,"Median","07-08","12-31",0
1984,"Alt.2b",23100,17500,1,"06-03","06-08","06-10",20,"Median","07-08","12-31",0
1984,"No.Act",11700,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1984,"Alt1",28900,18000,1,"06-01","06-07","06-11",20,"Median","07-08","12-31",0
1984,"Alt.1a",24600,18000,1,"06-01","06-01","06-08",20,"Median","07-08","12-31",0
1984,"Alt.1b",22000,18000,1,"06-04","06-08","06-10",20,"Median","07-08","12-31",0
1984,"Alt.2",29000,18000,1,"06-01","06-06","06-11",20,"Median","07-08","12-31",0
1984,"Alt.2a",28800,18000,1,"06-01","06-01","06-09",20,"Median","07-08","12-31",0
1984,"Alt.2b",23100,18000,1,"06-03","06-08","06-10",20,"Median","07-08","12-31",0
1985,"No.Act",11200,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1985,"Alt1",30900,17000,1,"06-01","06-11","06-24",20,"Median","07-08","12-31",0
1985,"Alt.1a",24500,17000,1,"06-01","06-01","06-09",20,"Median","07-08","12-31",0
1985,"Alt.1b",31100,17000,1,"06-03","06-18","06-26",20,"Median","07-08","12-31",0
1985,"Alt.2",28900,17000,1,"06-01","06-07","06-20",20,"Median","07-08","12-31",0
1985,"Alt.2a",28700,17000,1,"06-01","06-01","06-13",20,"Median","07-08","12-31",0
1985,"Alt.2b",29300,17000,1,"06-03","06-15","06-27",20,"Median","07-08","12-31",0
1985,"No.Act",11200,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1985,"Alt1",30900,17500,1,"06-01","06-11","06-23",20,"Median","07-08","12-31",0
1985,"Alt.1a",24500,17500,1,"06-01","06-01","06-09",20,"Median","07-08","12-31",0
1985,"Alt.1b",31100,17500,1,"06-03","06-18","06-26",20,"Median","07-08","12-31",0
1985,"Alt.2",28900,17500,1,"06-01","06-07","06-20",20,"Median","07-08","12-31",0
1985,"Alt.2a",28700,17500,1,"06-01","06-01","06-13",20,"Median","07-08","12-31",0
1985,"Alt.2b",29300,17500,1,"06-03","06-15","06-27",20,"Median","07-08","12-31",0
1985,"No.Act",11200,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1985,"Alt1",30900,18000,1,"06-01","06-11","06-23",20,"Median","07-08","12-31",0
1985,"Alt.1a",24500,18000,1,"06-01","06-01","06-08",20,"Median","07-08","12-31",0
1985,"Alt.1b",31100,18000,1,"06-04","06-18","06-26",20,"Median","07-08","12-31",0
1985,"Alt.2",28900,18000,1,"06-01","06-07","06-20",20,"Median","07-08","12-31",0
1985,"Alt.2a",28700,18000,1,"06-01","06-01","06-13",20,"Median","07-08","12-31",0
1985,"Alt.2b",29300,18000,1,"06-03","06-15","06-27",20,"Median","07-08","12-31",0
1986,"No.Act",8700,17000,0,"07-19","07-19","07-19",20,"Median","07-08","12-31",0
1986,"Alt1",23900,17000,1,"06-02","06-07","06-10",20,"Median","07-08","12-31",0
1986,"Alt.1a",20100,17000,1,"06-01","06-02","06-07",20,"Median","07-08","12-31",0
1986,"Alt.1b",17600,17000,1,"06-07","06-07","06-08",20,"Median","07-08","12-31",0
1986,"Alt.2",26900,17000,1,"06-01","06-06","06-10",20,"Median","07-08","12-31",0
1986,"Alt.2a",24600,17000,1,"06-01","06-02","06-06",20,"Median","07-08","12-31",0
1986,"Alt.2b",21100,17000,1,"06-05","06-07","06-09",20,"Median","07-08","12-31",0
1986,"No.Act",8700,17500,0,"07-19","07-19","07-19",20,"Median","07-08","12-31",0
1986,"Alt1",23900,17500,1,"06-02","06-07","06-10",20,"Median","07-08","12-31",0
1986,"Alt.1a",20100,17500,1,"06-01","06-02","06-07",20,"Median","07-08","12-31",0
1986,"Alt.1b",17600,17500,1,"06-07","06-07","06-08",20,"Median","07-08","12-31",0
1986,"Alt.2",26900,17500,1,"06-01","06-06","06-10",20,"Median","07-08","12-31",0
1986,"Alt.2a",24600,17500,1,"06-01","06-02","06-06",20,"Median","07-08","12-31",0
1986,"Alt.2b",21100,17500,1,"06-05","06-07","06-09",20,"Median","07-08","12-31",0
1986,"No.Act",8700,18000,0,"07-19","07-19","07-19",20,"Median","07-08","12-31",0
1986,"Alt1",23900,18000,1,"06-02","06-07","06-09",20,"Median","07-08","12-31",0
1986,"Alt.1a",20100,18000,1,"06-01","06-02","06-04",20,"Median","07-08","12-31",0
1986,"Alt.1b",17600,18000,0,"06-07","06-07","06-07",20,"Median","07-08","12-31",0
1986,"Alt.2",26900,18000,1,"06-01","06-06","06-09",20,"Median","07-08","12-31",0
1986,"Alt.2a",24600,18000,1,"06-01","06-02","06-06",20,"Median","07-08","12-31",0
1986,"Alt.2b",21100,18000,1,"06-06","06-07","06-09",20,"Median","07-08","12-31",0
1987,"No.Act",8900,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1987,"Alt1",24500,17000,1,"06-01","06-07","06-16",20,"Median","07-08","12-31",0
1987,"Alt.1a",24700,17000,1,"06-01","06-01","06-09",20,"Median","07-08","12-31",0
1987,"Alt.1b",24600,17000,1,"06-06","06-15","06-23",20,"Median","07-08","12-31",0
1987,"Alt.2",28700,17000,1,"06-01","06-07","06-20",20,"Median","07-08","12-31",0
1987,"Alt.2a",28900,17000,1,"06-01","06-01","06-13",20,"Median","07-08","12-31",0
1987,"Alt.2b",28800,17000,1,"06-03","06-15","06-26",20,"Median","07-08","12-31",0
1987,"No.Act",8900,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1987,"Alt1",24500,17500,1,"06-01","06-07","06-16",20,"Median","07-08","12-31",0
1987,"Alt.1a",24700,17500,1,"06-01","06-01","06-08",20,"Median","07-08","12-31",0
1987,"Alt.1b",24600,17500,1,"06-06","06-15","06-23",20,"Median","07-08","12-31",0
1987,"Alt.2",28700,17500,1,"06-01","06-07","06-20",20,"Median","07-08","12-31",0
1987,"Alt.2a",28900,17500,1,"06-01","06-01","06-13",20,"Median","07-08","12-31",0
1987,"Alt.2b",28800,17500,1,"06-03","06-15","06-26",20,"Median","07-08","12-31",0
1987,"No.Act",8900,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1987,"Alt1",24500,18000,1,"06-01","06-07","06-15",20,"Median","07-08","12-31",0
1987,"Alt.1a",24700,18000,1,"06-01","06-01","06-08",20,"Median","07-08","12-31",0
1987,"Alt.1b",24600,18000,1,"06-07","06-15","06-22",20,"Median","07-08","12-31",0
1987,"Alt.2",28700,18000,1,"06-01","06-07","06-19",20,"Median","07-08","12-31",0
1987,"Alt.2a",28900,18000,1,"06-01","06-01","06-13",20,"Median","07-08","12-31",0
1987,"Alt.2b",28800,18000,1,"06-04","06-15","06-26",20,"Median","07-08","12-31",0
1988,"No.Act",9000,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt1",8300,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.1a",8400,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.1b",8400,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.2",7600,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.2a",7600,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.2b",7600,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"No.Act",9000,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt1",8300,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.1a",8400,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.1b",8400,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.2",7600,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.2a",7600,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.2b",7600,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"No.Act",9000,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt1",8300,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.1a",8400,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.1b",8400,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.2",7600,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.2a",7600,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1988,"Alt.2b",7600,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"No.Act",9100,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt1",9100,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.1a",9200,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.1b",9100,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.2",9100,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.2a",9100,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.2b",9200,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"No.Act",9100,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt1",9100,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.1a",9200,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.1b",9100,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.2",9100,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.2a",9100,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.2b",9200,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"No.Act",9100,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt1",9100,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.1a",9200,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.1b",9100,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.2",9100,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.2a",9100,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1989,"Alt.2b",9200,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"No.Act",8600,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt1",8600,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.1a",8600,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.1b",8600,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.2",8600,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.2a",8600,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.2b",8600,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"No.Act",8600,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt1",8600,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.1a",8600,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.1b",8600,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.2",8600,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.2a",8600,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.2b",8600,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"No.Act",8600,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt1",8600,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.1a",8600,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.1b",8600,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.2",8600,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.2a",8600,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1990,"Alt.2b",8600,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"No.Act",8800,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt1",8800,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.1a",8800,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.1b",8800,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.2",8800,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.2a",8800,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.2b",8800,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"No.Act",8800,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt1",8800,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.1a",8800,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.1b",8800,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.2",8800,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.2a",8800,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.2b",8800,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"No.Act",8800,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt1",8800,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.1a",8800,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.1b",8800,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.2",8800,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.2a",8800,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1991,"Alt.2b",8800,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"No.Act",9000,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt1",9000,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.1a",9000,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.1b",9000,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.2",9000,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.2a",9000,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.2b",9000,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"No.Act",9000,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt1",9000,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.1a",9000,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.1b",9000,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.2",9000,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.2a",9000,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.2b",9000,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"No.Act",9000,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt1",9000,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.1a",9000,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.1b",9000,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.2",9000,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.2a",9000,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1992,"Alt.2b",9000,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1993,"No.Act",6600,17000,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt1",6600,17000,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.1a",6600,17000,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.1b",6600,17000,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.2",6600,17000,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.2a",6600,17000,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.2b",6600,17000,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"No.Act",6600,17500,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt1",6600,17500,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.1a",6600,17500,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.1b",6600,17500,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.2",6600,17500,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.2a",6600,17500,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.2b",6600,17500,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"No.Act",6600,18000,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt1",6600,18000,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.1a",6600,18000,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.1b",6600,18000,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.2",6600,18000,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.2a",6600,18000,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1993,"Alt.2b",6600,18000,0,"06-13","06-13","06-13",20,"Median","07-08","12-31",0
1994,"No.Act",9100,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1994,"Alt1",23200,17000,1,"06-01","06-05","06-11",20,"Median","07-08","12-31",0
1994,"Alt.1a",22500,17000,1,"06-01","06-01","06-07",20,"Median","07-08","12-31",0
1994,"Alt.1b",20800,17000,1,"06-07","06-12","06-18",20,"Median","07-08","12-31",0
1994,"Alt.2",9100,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1994,"Alt.2a",9100,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1994,"Alt.2b",23900,17000,1,"06-02","06-09","06-12",20,"Median","07-08","12-31",0
1994,"No.Act",9100,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1994,"Alt1",23200,17500,1,"06-01","06-05","06-11",20,"Median","07-08","12-31",0
1994,"Alt.1a",22500,17500,1,"06-01","06-01","06-06",20,"Median","07-08","12-31",0
1994,"Alt.1b",20800,17500,1,"06-07","06-12","06-18",20,"Median","07-08","12-31",0
1994,"Alt.2",9100,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1994,"Alt.2a",9100,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1994,"Alt.2b",23900,17500,1,"06-03","06-09","06-12",20,"Median","07-08","12-31",0
1994,"No.Act",9100,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1994,"Alt1",23200,18000,1,"06-01","06-05","06-11",20,"Median","07-08","12-31",0
1994,"Alt.1a",22500,18000,1,"06-01","06-01","06-06",20,"Median","07-08","12-31",0
1994,"Alt.1b",20800,18000,1,"06-08","06-12","06-18",20,"Median","07-08","12-31",0
1994,"Alt.2",9100,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1994,"Alt.2a",9100,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1994,"Alt.2b",23900,18000,1,"06-03","06-09","06-11",20,"Median","07-08","12-31",0
1995,"No.Act",8800,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt1",8500,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.1a",8500,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.1b",8500,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.2",8800,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.2a",8800,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.2b",8300,17000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"No.Act",8800,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt1",8500,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.1a",8500,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.1b",8500,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.2",8800,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.2a",8800,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.2b",8300,17500,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"No.Act",8800,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt1",8500,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.1a",8500,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.1b",8500,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.2",8800,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.2a",8800,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1995,"Alt.2b",8300,18000,0,"07-31","07-31","07-31",20,"Median","07-08","12-31",0
1996,"No.Act",16000,17000,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1996,"Alt1",16000,17000,0,"07-21","07-21","07-21",20,"Median","07-08","12-31",0
1996,"Alt.1a",16000,17000,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1996,"Alt.1b",16000,17000,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1996,"Alt.2",16000,17000,0,"07-21","07-21","07-21",20,"Median","07-08","12-31",0
1996,"Alt.2a",16000,17000,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1996,"Alt.2b",16000,17000,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1996,"No.Act",16000,17500,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1996,"Alt1",16000,17500,0,"07-21","07-21","07-21",20,"Median","07-08","12-31",0
1996,"Alt.1a",16000,17500,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1996,"Alt.1b",16000,17500,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1996,"Alt.2",16000,17500,0,"07-21","07-21","07-21",20,"Median","07-08","12-31",0
1996,"Alt.2a",16000,17500,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1996,"Alt.2b",16000,17500,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1996,"No.Act",16000,18000,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1996,"Alt1",16000,18000,0,"07-21","07-21","07-21",20,"Median","07-08","12-31",0
1996,"Alt.1a",16000,18000,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1996,"Alt.1b",16000,18000,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1996,"Alt.2",16000,18000,0,"07-21","07-21","07-21",20,"Median","07-08","12-31",0
1996,"Alt.2a",16000,18000,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1996,"Alt.2b",16000,18000,0,"07-22","07-22","07-22",20,"Median","07-08","12-31",0
1997,"No.Act",24500,17000,1,"06-25","07-31","12-31",20,"Median","07-08","07-08",1
1997,"Alt1",24500,17000,1,"06-25","07-31","12-31",20,"Median","07-08","07-08",1
1997,"Alt.1a",24500,17000,1,"06-25","07-31","12-31",20,"Median","07-08","07-08",1
1997,"Alt.1b",24000,17000,1,"06-20","07-31","12-31",20,"Median","07-08","07-08",1
1997,"Alt.2",24500,17000,1,"06-25","07-31","12-31",20,"Median","07-08","07-08",1
